Name,WAR,Name-additional
Jackson Stephens,0.0,stephja01
Robert Stephenson,-0.3,stephro01
Eric Stout*,-0.2,stouter01
Matt Strahm*,0.3,strahma01
Dee Strange-Gordon,-0.1,gordode01
Stephen Strasburg,-0.3,strasst01
Chris Stratton,-0.1,stratch01
Hunter Strickland,0.1,strichu01
Spencer Strider,3.7,stridsp01
Ross Stripling,2.8,stripro01
Marcus Stroman,2.6,stromma01
Peter Strzelecki,0.5,strzepe01
Garrett Stubbs,-0.2,stubbga01
José Suarez*,1.6,suarejo01
Ranger Suárez*,2.5,suarera01
Robert Suarez,1.4,suarero01
Beau Sulser,0.0,sulsebe01
Cole Sulser,-0.5,sulseco01
Brent Suter*,0.3,suterbr01
Erik Swanson,1.7,swanser01
Matt Swarmer,-0.5,swarmma01
Noah Syndergaard,1.9,syndeno01
Thomas Szapucki*,0.1,szaputh01
Jameson Taillon,1.3,taillja01
Domingo Tapia,-0.4,tapiado01
Freddy Tarnok,0.0,tarnofr01
Dillon Tate,1.3,tatedi01
Blake Taylor*,0.0,taylobl01
Michael A. Taylor,0.0,taylomi02
Ryan Tepera,0.6,teperry01
Jackson Tetreault,-0.2,tetreja01
Caleb Thielbar*,0.5,thielca01
Keegan Thompson,1.2,thompke02
Mason Thompson,0.5,thompma02
Ryan Thompson,-0.2,thompry02
Zach Thompson,-0.2,thompza01
Zack Thompson*,0.7,thompza02
Tyler Thornburg,0.0,thornty01
Trent Thornton,0.2,thorntr01
Jesus Tinoco,0.7,tinocje01
Justin Topa,-0.3,topaju01
Luis Torrens,-0.1,torrelu01
Touki Toussaint,0.1,toussto01
Blake Treinen,0.2,treinbl01
Lou Trivino,-0.2,trivilo01
Tanner Tully*,-0.1,tullyta01
Kyle Tyler,0.1,tylerky01
Edwin Uceta,-0.2,ucetaed01
Erich Uelmen,-0.1,uelmeer01
Duane Underwood Jr.,-0.4,underdu01
José Ureña,0.3,urenajo01
Julio Urías*,4.9,uriasju01
José Urquidy,1.2,urquijo01
César Valdez,-0.1,valdece01
Framber Valdez*,3.5,valdefr01
Phillips Valdez,-0.1,valdeph01
Josh VanMeter,-0.4,vanmejo01
Ildemaro Vargas,0.0,vargail01
Louie Varland,0.4,varlalo01
Andrew Vasquez*,-0.1,vasquan02
Vince Velasquez,0.4,velasvi01
Drew VerHagen,-0.8,verhadr01
Justin Verlander,5.7,verlaju01
Alex Vesia*,1.5,vesiaal01
Nick Vespi*,0.3,vespini01
Will Vest,0.1,vestwi01
Cam Vieaux*,-0.6,vieauca01
Arodys Vizcaíno,-0.1,vizcaar01
Austin Voth,1.0,vothau01
Michael Wacha,3.3,wachami01
Adam Wainwright,1.9,wainwad01
Cole Waites,0.1,waiteco01
Ken Waldichuk*,0.2,waldike01
Taijuan Walker,2.6,walketa01
Jake Walsh,-0.2,walshja02
Nash Walters,0.0,waltena01
Donovan Walton,-0.1,waltodo01
Andrew Wantz,0.8,wantzan01
Art Warren,-0.8,warrear01
Austin Warren,-0.1,warreau01
Spenser Watkins,0.1,watkisp01
Ryan Weathers*,-0.2,weathry01
Luke Weaver,-0.6,weavelu01
Logan Webb,4.8,webblo01
Ryan Weber,0.3,weberry01
Jordan Weems,0.0,weemsjo01
Zack Weiss,0.1,weissza01
Greg Weissert,-0.3,weissgr01
Alex Wells*,0.0,wellsal01
Tyler Wells,1.1,wellsty01
J.B. Wendelken,-0.3,wendejb01
Joey Wentz*,0.5,wentzjo01
Hayden Wesneski,1.0,wesneha01
Zack Wheeler,5.0,wheelza01
Mitch White,-0.7,whitemi03
Kodi Whitley,-0.2,whitlko01
Garrett Whitlock,1.8,whitlga01
Rowan Wick,0.0,wickro01
Taylor Widener,0.2,widenta01
Collin Wiles,0.0,wilesco01
Devin Williams,2.2,willide03
Trevor Williams,1.4,willitr01
Bryse Wilson,-1.0,wilsobr02
Justin Wilson*,0.1,wilsoju10
Steven Wilson,0.9,wilsost02
Josh Winckowski,-0.4,winckjo01
Josh Winder,0.0,windejo01
Matt Wisler,0.7,wislema01
Nick Wittgren,-0.6,wittgni01
Alex Wood*,0.3,woodal02
Jake Woodford,0.8,woodfja01
Brandon Woodruff,2.8,woodrbr01
Simeon Woods Richardson,-0.1,woodssi01
William Woods,0.1,woodswi02
Kyle Wright,3.5,wrighky01
Austin Wynns,-0.1,wynnsau01
Jimmy Yacabonis,-0.6,yacabji01
Miguel Yajure,-1.0,yajurmi01
Ryan Yarbrough*,0.0,yarbrry01
Kirby Yates,-0.1,yateski01
Huascar Ynoa,-0.5,ynoahu01
Alex Young*,0.6,youngal01
Danny Young*,0.0,youngda02
Aneurys Zabala,0.1,zabalan01
Rob Zastryzny*,-0.2,zastrro01
Angel Zerpa*,0.5,zerpaan01
T.J. Zeuch,-0.8,zeuchtj01
Bruce Zimmermann*,-0.8,zimmebr02
