Name,WAR,Name-additional
Luis Cessa,0.8,cessalu01
Jhoulys Chacín,-1.4,chacijh01
Andrew Chafin*,0.3,chafian01
Yu Chang,-0.1,changyu01
Aroldis Chapman*,-0.2,chapmar01
JT Chargois,0.5,chargjt01
Jesse Chavez,0.4,chaveje01
Yonny Chirinos,0.5,chiriyo01
Adam Cimber,0.9,cimbead01
Steve Cishek,0.3,cishest01
José Cisnero,0.9,cisnejo01
Aaron Civale,-0.8,civalaa01
Taylor Clarke,0.6,clarkta01
Emmanuel Clase,2.8,claseem01
Alex Claudio*,0.1,claudal01
Sam Clay*,-0.2,claysa01
Garrett Cleavinger*,0.1,cleavga01
Kody Clemens,0.0,clemeko01
Ernie Clement,-0.1,clemeer01
Mike Clevinger,0.7,clevimi01
Tyler Clippard,-0.1,clippty01
Alex Cobb,2.7,cobbal01
Gerrit Cole,2.5,colege01
Dylan Coleman,1.6,colemdy01
Alex Colomé,-0.9,colomal01
Roansy Contreras,1.3,contrro01
Sam Coonrod,-0.3,coonrsa01
Patrick Corbin*,-2.4,corbipa01
Nestor Cortes*,4.3,cortene01
Jharel Cotton,0.3,cottojh01
Danny Coulombe*,0.3,couloda01
Jake Cousins,0.3,cousija01
Kutter Crawford,0.1,crawfku01
Kyle Crick,0.2,crickky01
Nabil Crismatt,0.5,crismna01
Cooper Criswell,0.1,criswco01
Wil Crowe,0.1,crowewi01
Fernando Cruz,0.8,cruzfe01
Jesus Cruz,-0.1,cruzje01
Jose Cuas,0.4,cuasjo01
Johnny Cueto,3.5,cuetojo01
Charlie Culberson,0.1,culbech01
Xzavion Curry,-0.2,curryxz01
Tyler Cyr,0.3,cyrty01
Tyler Danish,-0.1,danisty01
Yu Darvish,4.4,darviyu01
Tucker Davidson*,-0.8,davidtu01
Zach Davies,0.9,davieza02
Austin Davis*,-0.5,davisau01
Noah Davis,-0.1,davisno01
Angel De Jesus,0.3,dejesan01
Chase De Jong,1.6,dejonch01
Enyel De Los Santos,0.8,delosen01
Yerry De Los Santos,-0.5,delosye01
Jacob deGrom,1.5,degroja01
Matt Dermody*,-0.1,dermoma01
Anthony DeSclafani,-0.8,desclan01
Reid Detmers*,2.4,detmere01
Ross Detwiler*,0.4,detwiro01
Chris Devenski,-0.5,devench02
Alexis Díaz,3.1,diazal03
Edwin Díaz,3.2,diazed04
Jhonathan Diaz*,0.4,diazjh01
Miguel Díaz,0.1,diazmi02
Corey Dickerson,0.0,dickeco01
Phillip Diehl*,-0.2,diehlph01
Jake Diekman*,-0.4,diekmja01
Marcos Diplán,0.1,diplama01
Seranthony Domínguez,1.4,dominse01
Sean Doolittle*,0.4,doolise01
Camilo Doval,1.9,dovalca01
Kyle Dowdy,0.3,dowdyky01
Hunter Dozier,-0.1,doziehu01
Daniel Duarte,-0.1,duartda01
Tyler Duffey,-0.3,duffety01
Robert Dugger,-0.2,duggero01
Justin Dunn,-0.1,dunnju01
Dane Dunning,1.1,dunnida01
Jhoan Duran,2.8,duranjh01
Nick Duron,0.0,duronni01
Carl Edwards Jr.,1.3,edwarca01
Scott Effross,1.2,effrosc01
Zach Eflin,0.9,eflinza01
Jerad Eickhoff,-0.4,eickhje01
Bryce Elder,0.9,elderbr01
Roenis Elías*,0.1,eliasro01
Chris Ellis,-0.3,ellisch01
Nathan Eovaldi,1.5,eovalna01
Robbie Erlin*,-0.1,erlinro01
Alcides Escobar,0.0,escobal02
Raynel Espinal,-0.1,espinra01
Paolo Espino,0.5,espinpa01
Anderson Espinoza,0.0,espinan01
Carlos Estévez,1.1,estevca01
Jeremiah Estrada,0.1,estraje01
Alex Faedo,-0.5,faedoal01
Pete Fairbanks,1.3,fairbpe01
Bailey Falter*,1.2,falteba01
Jeurys Familia,-0.7,familje01
Buck Farmer,0.8,farmebu01
Luke Farrell,0.0,farrelu01
Calvin Faucher,-0.4,fauchca01
Erick Fedde,-0.7,feddeer01
Michael Feliz,0.0,felizmi01
Ryan Feltner,0.0,feltnry01
Caleb Ferguson*,0.7,ferguca01
Junior Fernández,0.3,fernaju01
Matt Festa,0.1,festama01
J.P. Feyereisen,1.4,feyerjo01
Kyle Finnegan,1.0,finneky01
Nate Fisher*,0.1,fishena01
Jake Fishman*,0.1,fishmja01
Jack Flaherty,-0.1,flaheja01
Josh Fleming*,-1.5,flemijo01
Aaron Fletcher*,-0.2,fletcaa01
Chris Flexen,1.2,flexech01
Dylan Floro,0.8,florody01
Jason Foley,0.3,foleyja01
Mike Ford,-0.1,fordmi01
Matt Foster,0.2,fostema01
Bowden Francis,0.0,francbo01
Kyle Freeland*,2.4,freelky01
Luis Frías,-1.0,friaslu01
Max Fried*,5.9,friedma01
Paul Fry*,-0.3,frypa01
Michael Fulmer,0.8,fulmemi01
Hunter Gaddis,-0.7,gaddihu01
Matt Gage*,0.4,gagema01
Giovanny Gallegos,0.7,gallegi01
Zac Gallen,5.3,galleza01
Bryan Garcia,0.4,garcibr01
Jarlín García*,0.4,garcija04
Luis García,0.2,garcilu03
Luis Garcia,1.3,garcilu05
Rico Garcia,0.0,garciri01
Rony García,0.1,garciro03
Yimi García,0.6,garciyi01
Amir Garrett*,0.0,garream01
Braxton Garrett*,1.3,garrebr01
Reed Garrett,-0.1,garrere01
Ralph Garza,0.3,garzara01
Kevin Gausman,3.1,gausmke01
Domingo Germán,0.7,germado01
Frank German,-0.3,germafr02
Ian Gibaut,0.3,gibauia01
Kyle Gibson,0.6,gibsoky01
Luis Gil,-0.2,gillu01
Logan Gilbert,3.1,gilbelo01
Tyler Gilbert*,-0.2,gilbety01
Lucas Gilbreath*,0.5,gilbrlu01
Ken Giles,0.2,gileske01
Logan Gillaspie,0.1,gillalo01
Kevin Ginkel,0.1,ginkeke01
Lucas Giolito,0.5,giolilu01
Mychal Givens,0.9,givenmy01
Tyler Glasnow,0.4,glasnty01
Austin Gomber*,0.2,gombeau01
Tony Gonsolin,4.6,gonsoto01
Marco Gonzales*,-0.1,gonzama02
Chi Chi González,-0.2,gonzach01
Luis González*,0.0,gonzalu03
Marwin Gonzalez,0.0,gonzama01
Nick Gordon,-0.3,gordoni01
MacKenzie Gore*,0.3,gorema01
Anthony Gose*,-0.2,gosean01
Phil Gosselin,0.0,gosseph01
Trevor Gott,-0.4,gotttr01
Ashton Goudeau,-0.5,goudeas01
Brusdar Graterol,0.6,gratebr01
Kendall Graveman,1.0,graveke01
Jon Gray,1.3,grayjo02
Josiah Gray,0.5,grayjo03
Sonny Gray,2.3,grayso01
Chad Green,0.1,greench03
Hunter Greene,2.2,greenhu01
Shane Greene,0.0,greensh02
Zack Greinke,2.5,greinza01
Randal Grichuk,0.0,grichra01
Foster Griffin*,-0.2,grifffo01
Justin Grimm,0.0,grimmju01
Michael Grove,-0.5,grovemi01
Robert Gsellman,0.0,gsellro01
Javy Guerra,0.1,guerrja02
Jandel Gustave,0.1,gustaja01
Vladimir Gutierrez,-0.5,gutievl01
Josh Hader*,-1.0,haderjo01
Jake Hager,0.0,hagerja01
Darick Hall,0.0,hallda02
DL Hall*,-0.2,halldl01
Ian Hamilton,0.0,hamilia01
Brad Hand*,0.9,handbr01
Josh Harrison,-0.2,harrijo05
Hunter Harvey,1.0,harvehu01
Thomas Hatch,-0.4,hatchto01
Louis Head,-0.4,headlo01
Andrew Heaney*,0.6,heanean01
Taylor Hearn*,-0.5,hearnta01
Jonathan Heasley,-0.1,heasljo01
Ryan Helsley,2.7,helslry01
Heath Hembree,-0.7,hembrhe01
Kyle Hendricks,0.5,hendrky01
Liam Hendriks,1.7,hendrli01
Ryan Hendrix,0.0,hendrry01
Ronny Henriquez,0.2,henriro01
Tommy Henry*,-0.2,henryto01
Sam Hentges*,1.3,hentgsa01
Jimmy Herget,2.3,hergeji01
Kevin Herget,-0.1,hergeke01
Carlos Hernández,-1.3,hernaca04
Darwinzon Hernández*,-0.9,hernada02
Elieser Hernández,-1.1,hernael01
Jonathan Hernández,0.4,hernajo02
Jordan Hicks,-0.4,hicksjo03
Garrett Hill,0.4,hillga02
Rich Hill*,0.8,hillri01
Tim Hill*,0.3,hillti01
Sean Hjelle,-0.4,hjellse01
Bryan Hoeing,-0.8,hoeinbr01
Jeff Hoffman,0.6,hoffmje02
Colin Holderman,0.3,holdeco01
Greg Holland,-0.3,hollagr01
Jordan Holloway,0.0,hollojo01
Gavin Hollowell,-0.2,holloga01
Clay Holmes,1.3,holmecl01
Tyler Holton*,0.1,holtoty01
Tanner Houck,1.6,houckta01
Adrian Houser,-0.8,housead01
Sam Howard*,-0.1,howarsa01
Spencer Howard,-1.1,howarsp01
Dakota Hudson,0.2,hudsoda02
Daniel Hudson,0.6,hudsoda01
Brandon Hughes*,1.4,hughebr01
Tommy Hunter,0.3,hunteto02
Drew Hutchison,0.0,hutchdr01
Raisel Iglesias,1.6,iglesra01
Cole Irvin*,2.1,irvinco01
Andre Jackson,0.3,jacksan01
Jay Jackson,0.1,jacksja01
Zach Jackson,0.9,jacksza02
Drey Jameson,1.2,jamesdr01
Kenley Jansen,0.9,janseke01
Cristian Javier,3.7,javiecr01
Griffin Jax,0.9,jaxgr01
Daulton Jefferies,-0.3,jeffeda01
Dany Jiménez,0.4,jimenda01
Joe Jiménez,0.4,jimenjo02
Pierce Johnson,-0.1,johnspi01
Damon Jones*,-0.2,jonesda07
Jakob Junis,1.6,junisja01
Janson Junk,-0.1,junkja01
Tommy Kahnle,0.3,kahnlto01
James Kaprielian,1.1,kaprija01
James Karinchak,1.2,karinja01
Anthony Kay*,0.0,kayan01
Brad Keller,0.2,kellebr01
Mitch Keller,2.0,kellemi03
Trevor Kelley,-0.4,kelletr01
Carson Kelly,-0.1,kellyca02
Joe Kelly,-0.6,kellyjo05
Merrill Kelly,3.7,kellyme01
Michael Kelly,0.1,kellymi03
Zack Kelly,0.2,kellyza01
Ian Kennedy,-1.1,kenneia01
Ray Kerr*,-0.1,kerrra01
Clayton Kershaw*,3.8,kershcl01
Dallas Keuchel*,-2.5,keuchda01
Yusei Kikuchi*,-1.0,kikucyu01
Caleb Kilian,-0.6,kiliaca01
Craig Kimbrel,0.2,kimbrcr01
John King*,0.1,kingjo01
Michael King,1.9,kingmi01
Tyler Kinley,1.1,kinlety01
George Kirby,1.4,kirbyge01
Andrew Kittredge,0.2,kittran01
Corey Kluber,0.8,klubeco01
Corey Knebel,0.6,knebeco01
Reiss Knehr,0.1,knehrre01
Dusten Knight,-0.1,knighdu01
Andrew Knizner,0.0,kniznan01
Matt Koch,-0.2,kochma01
Jared Koenig*,-0.1,koenija01
Adam Kolarek*,0.0,kolarad01
Michael Kopech,2.3,kopecmi01
Jackson Kowar,-0.6,kowarja01
Max Kranick,0.4,kranima01
Joey Krehbiel,0.3,krehbjo01
Dean Kremer,2.9,kremede01
Chad Kuhl,-0.1,kuhlch01
Joel Kuhnel,-0.4,kuhnejo01
A.J. Ladwig,-0.2,ladwiaj01
Travis Lakins Sr.,-0.4,lakintr01
Jimmy Lambert,0.8,lambeji01
Dinelson Lamet,-0.2,lametdi01
Alex Lange,0.4,langeal01
Eric Lauer*,1.6,lauerer01
Derek Law,0.1,lawde01
Casey Lawrence,-0.5,lawreca01
Justin Lawrence,-0.1,lawreju01
José Leclerc,0.9,leclejo01
Dylan Lee*,1.3,leedy01
Evan Lee*,0.0,leeev01
Mark Leiter Jr.,0.9,leitema02
Jacob Lemoine,-0.5,lemoija01
Sandy León,0.1,leonsa01
Dominic Leone,0.5,leonedo01
Matthew Liberatore*,-0.5,liberma01
Zack Littell,0.1,litteza01
Brendon Little*,-0.3,littlbr02
Mauricio Llovera,0.1,llovema01
Jonathan Loáisiga,-0.5,loaisjo01
Nick Lodolo*,2.7,lodolni01
Zach Logue*,-1.1,logueza01
Sam Long*,0.1,longsa01
Alejo Lopez,0.0,lopezal03
Jorge López,1.9,lopezjo02
Nicky Lopez,-0.1,lopezni01
Pablo López,2.9,lopezpa01
Reynaldo López,1.5,lopezre01
Yoan López,-0.1,lopezyo01
Michael Lorenzen,1.0,lorenmi01
Aaron Loup*,-0.9,loupaa01
Zac Lowther*,-0.2,lowthza01
Lucas Luetge*,0.7,luetglu01
Seth Lugo,0.8,lugose01
Jesús Luzardo*,2.0,luzarje01
Jordan Lyles,1.0,lylesjo01
Daniel Lynch IV*,0.6,lynchda02
Lance Lynn,0.7,lynnla01
Andrés Machado,0.1,machaan02
Tyler Mahle,2.2,mahlety01
Sean Manaea*,-0.8,manaese01
Matt Manning,0.8,mannima02
Alek Manoah,6.0,manoaal01
Joe Mantiply*,0.9,mantijo01
Ron Marinaccio,1.2,marinro01
Parker Markel,0.1,markepa01
Germán Márquez,1.4,marquge01
José Marte,-0.2,martejo01
Yunior Marte,-0.3,marteyu01
Brett Martin*,-0.1,martibr01
Chris Martin,1.0,martich02
Corbin Martin,-0.2,martico02
Davis Martin,0.0,martida03
Adrián Martinez,-0.8,martiad01
Nick Martinez,1.2,martini01
Seth Martinez,0.8,martise01
Nick Maton,-0.1,matonni01
Phil Maton,-0.3,matonph01
Steven Matz*,-0.3,matzst01
Tyler Matzek*,0.3,matzety01
Dustin May,-0.1,maydu01
Trevor May,-0.1,maytr01
Mike Mayers,-0.8,mayermi01
Jack Mayfield,0.0,mayfija01
Tim Mayza*,0.6,mayzati01
Chris Mazza,-0.5,mazzach01
Kirk McCarty*,-0.3,mccarki01
Shane McClanahan*,4.1,mcclash01
Lance McCullers Jr.,1.4,mcculla02
T.J. McFarland*,-0.8,mcfartj01
Easton McGee,0.1,mcgeeea01
Jake McGee*,-1.1,mcgeeja01
Reese McGuire,0.0,mcguire01
Collin McHugh,2.0,mchugco01
David McKay,-0.1,mckayda02
Ryan McKenna,-0.1,mckenry01
Triston McKenzie,4.0,mckentr01
John Means*,0.2,meansjo01
Nick Mears,0.1,mearsni01
Adonis Medina,-0.4,medinad01
Trevor Megill,-0.6,megiltr01
Tylor Megill,0.0,megilty01
J.C. Mejía,-0.2,mejiaje02
Mark Melancon,-0.8,melanma01
Conner Menez*,0.1,menezco01
Daniel Mengden,0.0,mengdda01
Whit Merrifield,-0.1,merriwh01
Julian Merryweather,-0.6,merryju01
Max Meyer,-0.1,meyerma01
Keynan Middleton,-0.6,middlke01
Miles Mikolas,2.4,mikolmi01
Wade Miley*,0.1,mileywa01
Shelby Miller,-0.2,millesh01
Tyson Miller,-0.7,millety01
Alec Mills,-0.7,millsal02
Wyatt Mills,0.1,millswy01
Hoby Milner*,0.4,milneho01
Tommy Milone*,-0.2,milonto01
Juan Minaya,-0.1,minayju01
Mike Minor*,-0.6,minormi01
A.J. Minter*,1.8,minteaj01
Anthony Misiewicz*,0.1,misiean01
Casey Mize,-0.1,mizeca01
Yadier Molina,-0.1,molinya01
Sam Moll*,0.9,mollsa01
Frankie Montas,1.0,montafr02
Rafael Montero,1.3,montera01
Bryce Montes de Oca,-0.1,montebr01
Jordan Montgomery*,1.7,montgjo01
Matt Moore*,2.4,moorema02
Francisco Morales,-0.1,moralfr02
Brian Moran*,-0.1,moranbr01
Jovani Moran*,0.9,moranjo01
Adrián Morejón*,0.0,morejad01
Dauri Moreta,0.1,moretda01
Eli Morgan,0.3,morgael01
Reyes Moronta,0.0,moronre01
Cody Morris,0.4,morrico01
Charlie Morton,1.6,mortoch02
Kyle Muller*,-0.4,mulleky01
Andrés Muñoz,1.4,munozan01
Penn Murfee,1.1,murfepe01
Patrick Murphy,-0.1,murphpa02
Joe Musgrove,3.3,musgrjo01
Parker Mushinski*,0.1,mushipa01
Wil Myers,0.0,myerswi01
James Naile,0.0,naileja01
Tommy Nance,0.2,nanceto01
Andrew Nardi*,-0.8,nardian01
Packy Naughton*,-0.1,naughpa01
Nick Neidert,0.1,neideni01
Kyle Nelson*,0.9,nelsoky01
Nick Nelson,0.2,nelsoni01
Ryne Nelson,0.8,nelsory01
Hector Neris,0.5,nerishe01
Sheldon Neuse,0.1,neusesh01
Sean Newcomb*,-1.3,newcose01
Vinny Nittoli,0.1,nittovi01
Stephen Nogosek,0.1,nogosst01
Aaron Nola,5.9,nolaaa01
Daniel Norris*,-0.5,norrida01
James Norwood,-0.5,norwoja01
Riley O'Brien,0.0,obrieri01
Darren O'Day,0.1,odayda01
Bailey Ober,0.9,oberba01
Jake Odorizzi,-0.2,odorija01
Cristofer Ogando,0.0,ogandcr01
Shohei Ohtani,6.2,ohtansh01
Steven Okert*,0.9,okertst01
Adam Oller,-1.0,ollerad01
Kaleb Ort,-0.4,ortka01
Oliver Ortega,0.1,ortegol01
Luis Ortiz,0.3,ortizlu02
Luis Ortiz,0.1,ortizlu03
Adam Ottavino,2.3,ottavad01
Glenn Otto,0.5,ottogl01
Connor Overton,1.1,overtco01
Johan Oviedo,1.0,oviedjo01
Chris Owings,0.0,owingch01
Chris Paddack,0.2,paddach01
Nicholas Padilla,0.0,padilni01
Emilio Pagán,-0.4,paganem01
Jermaine Palacios,0.0,palacje01
Andre Pallante,1.5,pallaan01
Enoli Paredes,0.0,pareden01
Luis Patiño,-0.7,patinlu01
Spencer Patton,0.1,pattosp01
Joel Payamps,1.1,payamjo01
Matt Peacock,0.0,peacoma01
Elvis Peguero,-0.5,pegueel01
Ryan Pepiot,0.4,pepiory01
Freddy Peralta,1.1,peralfr01
Wandy Peralta*,1.1,peralwa01
Wily Peralta,0.7,peralwi01
Luis Perdomo,0.2,perdolu02
Cionel Pérez*,2.7,perezci01
Francisco Pérez*,-0.1,perezfr01
Martín Pérez*,5.0,perezma02
Oliver Pérez*,-0.7,perezol01
Dillon Peters*,0.2,peterdi01
David Peterson*,0.9,peterda01
Jace Peterson,0.0,peterja01
David Phelps,1.2,phelpda01
Brett Phillips,-0.3,phillbr02
Evan Phillips,2.8,phillev01
Konnor Pilkington*,-0.1,pilkiko01
Chad Pinder,-0.1,pindech01
Michael Pineda,-0.6,pinedmi01
Nick Pivetta,2.6,pivetni01
Michael Plassmeyer*,0.2,plassmi01
Kevin Plawecki,0.0,plaweke01
Zach Plesac,-0.7,plesaza01
Colin Poche*,-0.1,pocheco01
Zach Pop,0.7,popza01
Sean Poppen,-0.1,poppese01
Cody Poteet,0.3,poteeco01
Ryan Pressly,0.9,pressry01
David Price*,0.7,priceda01
Austin Pruitt,0.2,pruitau01
Albert Pujols,-0.1,pujolal01
A.J. Puk*,1.1,pukaj01
Cal Quantrill,2.0,quantca01
José Quijada*,0.7,quijajo01
José Quintana*,3.6,quintjo01
Cole Ragans*,-0.1,raganco01
Tanner Rainey,0.3,raineta01
Brooks Raley*,0.9,raleybr01
Erasmo Ramírez,1.5,ramirer02
Noé Ramirez,-0.8,ramirno01
Yohan Ramirez,0.2,ramiryo01
Drew Rasmussen,3.0,rasmudr01
Robbie Ray*,2.1,rayro02
Jake Reed,-0.6,reedja02
Sean Reid-Foley,-0.1,reidfse01
Denyi Reyes,0.2,reyesde02
Franmil Reyes,0.0,reyesfr01
Gerardo Reyes,0.0,reyesge01
Pablo Reyes,0.0,reyespa01
Matt Reynolds,0.0,reynoma03
Garrett Richards,-0.4,richaga01
Trevor Richards,-0.8,richatr01
Ethan Roberts,-0.3,roberet01
David Robertson,2.6,roberda08
Hansel Robles,-0.8,robleha01
Carlos Rodón*,5.4,rodonca01
Dereck Rodríguez,0.2,rodride01
Eduardo Rodriguez*,0.2,rodried05
Elvin Rodriguez,-1.5,rodriel02
Joely Rodríguez*,-0.2,rodrijo06
Manuel Rodríguez,0.2,rodrima01
Yerry Rodríguez,0.1,rodriye01
Josh Rogers*,0.1,rogerjo01
Taylor Rogers*,-0.7,rogerta01
Trevor Rogers*,-0.6,rogertr01
Tyler Rogers,1.0,rogerty01
Jordan Romano,2.9,romanjo03
Jhon Romero,0.1,romerjh01
JoJo Romero*,0.0,romerjo01
Tommy Romero,-0.5,romerto01
Sergio Romo,-0.7,romose01
Angel Rondón,0.3,rondoan01
Kenny Rosenberg*,0.1,rosenke01
Bubby Rossman,-0.1,rossmbu01
Michael Rucker,0.5,ruckemi01
Darin Ruf,0.1,rufda01
José Ruiz,0.3,ruizjo01
Norge Ruíz,-0.4,ruizno01
Joe Ryan,2.3,ryanjo04
Hyun Jin Ryu*,-0.3,ryuhy01
Connor Sadzeck,-0.1,sadzeco01
Chris Sale*,0.0,salech01
Adrian Sampson,2.1,sampsad01
Aaron Sanchez,-0.9,sanchaa01
Aníbal Sánchez,0.7,sanchan01
Cristopher Sánchez*,-0.2,sanchcr01
Miguel Sánchez,0.0,sanchmi01
Yolmer Sanchez,0.0,sanchca01
Phoenix Sanders,0.2,sandeph01
Nick Sandlin,1.1,sandlni01
Patrick Sandoval*,3.3,sandopa02
Cole Sands,-0.4,sandsco01
Reiver Sanmartin*,-0.6,sanmare01
Dennis Santana,-0.8,santade01
Tony Santillan,-0.3,santito01
Gregory Santos,0.0,santogr01
Tayler Saucedo*,-0.3,sauceta01
Hirokazu Sawamura,0.7,sawamhi01
Josh Sborz,-0.3,sborzjo01
Max Scherzer,5.2,scherma01
Clarke Schmidt,0.8,schmicl01
John Schreiber,2.7,schrejo01
Max Schrock,-0.2,schroma01
Frank Schwindel,-0.2,schwifr01
Tanner Scott*,0.0,scottta01
Tayler Scott,-0.4,scottta02
Connor Seabold,-1.0,seaboco01
JP Sears*,0.8,searsjp01
Cody Sedlock,-0.1,sedloco01
Sam Selman*,0.0,selmasa01
Antonio Senzatela,0.4,senzaan01
Brian Serven,0.0,servebr01
Anderson Severino*,-0.1,severan01
Luis Severino,1.6,severlu01
Paul Sewald,1.6,sewalpa01
Bryan Shaw,-0.9,shawbr01
Jordan Sheffield,0.1,sheffjo01
Justus Sheffield*,0.0,sheffju01
Chasen Shreve*,-0.5,shrevch01
Chase Silseth,-0.5,silsech01
Andrelton Simmons,-0.2,simmoan01
Lucas Sims,-0.3,simslu01
Brady Singer,4.5,singebr01
Tarik Skubal*,1.3,skubata01
Ethan Small*,-0.2,smallet01
Devin Smeltzer*,0.9,smeltde01
Caleb Smith*,0.1,smithca03
Chad Smith,-0.4,smithch12
Drew Smith,0.7,smithdr01
Joe Smith,-0.6,smithjo05
Will Smith*,-0.6,smithwi04
Drew Smyly*,1.9,smylydr01
Kirby Snead*,-0.7,sneadki01
Blake Snell*,2.1,snellbl01
Collin Snider,-0.6,snideco01
Nicklaus Snyder,-0.1,snydeni01
Jared Solomon,-0.3,solomja01
Gregory Soto*,-0.1,sotogr01
Bennett Sousa*,-1.0,sousabe01
Gabe Speier*,0.7,speiega01
Jeffrey Springs*,3.7,sprinje01
Locke St. John*,-0.1,stjohlo01
Craig Stammen,-0.1,stammcr01
Ryne Stanek,2.2,stanery01
Cody Stashak,0.1,stashco01
Josh Staumont,-0.7,staumjo01
Drew Steckenrider,-0.3,steckdr01
Justin Steele*,2.0,steelju01
Trevor Stephan,1.0,stephtr01
